#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-03-19T11:32:39 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-03-19T11:32:39	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-order=I&-source=J/A+A/552/A64/table4&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35520064
#Name: J/A+A/552/A64
#Title: Gaia-RVS standards (Soubiran+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/a+a/552/a64	    IVOID of underlying data collection
#INFO	creator=Soubiran C.	    First author or institution
#INFO	cites=bibcode:2013A&A...552A..64S	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/552/A64	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35520064	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-10-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_552_A64_table4:
#Name: J/A+A/552/A64/table4
#Title: Mean radial velocities in SOPHIE scale
#Column	HIP	(I6)	HIP number (Cat. I/311)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (ICRS, Epoch=J1991.25)	[ucd=pos.eq.ra]
#Column	DEJ2000	(A11)	Declination (ICRS, Epoch=J1991.25)	[ucd=pos.eq.dec]
#Column	Vmag	(F5.2)	Magnitude in Johnson V	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a10)	MK spectral type	[ucd=src.spType]
#Column	Cat	(a9)	Catalogue of origin (1)	[ucd=meta.ref;meta.table]
#Column	RV	(F8.3)	? Mean Radial Velocity in SOPHIE scale	[ucd=phys.veloc;pos.heliocentric]
#Column	eRV	(F7.4)	? Internal error of RV	[ucd=stat.error]
#Column	sRV	(F7.4)	? Standard deviation of RV	[ucd=stat.error]
#Column	VC	(A2)	Plot of velocity points (if 10 points or more)	[ucd=meta.ref.url]
#Column	N	(I3)	? Number of RV measurements	[ucd=meta.number]
#Column	e_RV	(F7.4)	? Uncertainty of RV	[ucd=stat.error]
#Column	Tbase	(I5)	? Time baseline of the N observations	[ucd=time.interval]
#Column	JDm	(I5)	? Mean Julian Day of observations (JD-2400000)	[ucd=time.epoch;stat.mean]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F10.6)	Right Ascension (J2000) from I/239/hip_main	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F10.6)	Declination (J2000) from I/239/hip_main	[ucd=pos.eq.dec;meta.main]
HIP;RAJ2000;DEJ2000;Vmag;B-V;SpType;Cat;RV;eRV;sRV;VC;N;e_RV;Tbase;JDm;Simbad;_RA;_DE
104805;21 14 00.91;+52 42 43.2; 7.08; 1.176;K2        ;fa       ;  -2.216; 0.0092; 0.0453;VC;  2; 0.0320;  776;54744;Simbad;318.503808;+52.711947
104864;21 14 32.77;-22 52 41.1; 8.39; 0.614;G3V       ;nor      ;  -2.129; 0.0103; 0.0676;VC;  4; 0.0338; 2960;54015;Simbad;318.636847;-22.878098
104886;21 14 46.55;+64 45 01.2; 6.98; 0.944;K0        ;fa       ; -18.599; 0.0080; 0.0368;VC;  2; 0.0260;  321;55292;Simbad;318.693986;+64.750327
105038;21 16 32.38;+09 23 38.8; 7.88; 1.020;K2        ;ni,nor   ; -17.975; 0.0163; 0.0359;VC;  7; 0.0136; 3275;50659;Simbad;319.135281;+09.393826
105184;21 18 27.08;-43 20 04.9; 6.75; 0.637;G5V       ;nor      ;  12.125; 0.0077; 0.0128;VC;  4; 0.0064; 4133;53497;Simbad;319.613624;-43.334649
105232;21 18 58.14;+26 13 49.9; 8.45; 0.750;G8V       ;nor      ; -16.609; 0.0053; 0.0208;VC; 17; 0.0050; 3012;53966;Simbad;319.742579;+26.230545
105323;21 20 00.02;-29 20 57.6; 8.33; 0.609;G1V       ;nor      ; -15.239; 0.0228; 5.0459;VC;  2; 3.5680; 1201;55614;Simbad;320.000235;-29.349276
105439;21 21 23.71;-51 45 08.6; 6.75; 0.654;K0 III+...;nor      ;  17.322; 0.0062; 0.0127;VC;  6; 0.0052; 4116;53284;Simbad;320.348308;-51.752617
105541;21 22 30.91;-44 08 43.2; 8.63; 0.682;G5V       ;nor      ;  -2.234; 0.0150; 0.0085;VC;  2; 0.0106;  495;55261;Simbad;320.628571;-44.145409
105586;21 23 09.17;+29 38 22.8; 7.81; 0.632;F8        ;nor      ; -16.439; 0.0109; 0.0299;VC;  6; 0.0122; 1916;53929;Simbad;320.788240;+29.639307
105606;21 23 22.62;-41 33 07.8; 7.61; 0.741;G8V       ;nor      ;   6.726; 0.0084; 0.0061;VC;  4; 0.0042; 4116;53318;Simbad;320.844024;-41.552514
105612;21 23 27.06;-75 29 38.7; 7.88; 0.687;G5V       ;nor      ;  -1.684; 0.0084; 0.0149;VC;  4; 0.0074; 4252;53687;Simbad;320.863073;-75.493818
105876;21 26 35.32;-80 40 57.1; 8.14; 0.633;G0V       ;nor      ;  -6.347; 0.0164; 0.0389;VC;  2; 0.0275;  701;55364;Simbad;321.646717;-80.682478
105905;21 26 57.76;-56 07 32.2; 8.65; 0.924;K3V       ;nor      ; -44.880; 0.0069; 0.0124;VC;  6; 0.0051; 3957;53442;Simbad;321.743559;-56.125265
106078;21 29 14.42;-50 19 00.4; 7.33; 0.663;G3V       ;nor      ; -43.650; 0.0113; 0.0085;VC;  2; 0.0080;  701;55364;Simbad;322.310313;-50.316844
106080;21 29 15.20;+25 26 42.1; 8.68; 0.610;G5        ;nor      ; -14.947; 0.0083; 0.0232;VC;  4; 0.0116;  722;55205;Simbad;322.313028;+25.444556
106098;21 29 30.98;-38 05 09.0; 7.44; 0.587;G0V       ;nor      ; -13.615; 0.0121; 0.0375;VC;  2; 0.0265; 1201;55614;Simbad;322.379224;-38.085917
106147;21 30 02.15;-12 30 34.0; 9.11; 1.261;K4/K5V    ;ni       ; -84.533; 0.0092; 0.0200;VC;  5; 0.0089; 1072;55357;Simbad;322.511472;-12.510070
106213;21 30 47.74;-62 10 02.7; 7.14; 0.596;G0IV      ;nor      ; -14.581; 0.0093; 0.0042;VC;  4; 0.0046; 4260;54149;Simbad;322.699707;-62.167604
106442;21 33 34.64;-75 24 45.7; 8.32; 0.622;G2V       ;nor      ;  15.661; 0.0154; 0.0188;VC;  4; 0.0094; 1036;55573;Simbad;323.394784;-75.412829
106554;21 34 46.99;+19 56 11.1; 6.89; 0.991;K0        ;fa       ;   8.367; 0.0082; 0.0233;VC;  2; 0.0165;  727;54764;Simbad;323.695765;+19.936391
106678;21 36 25.83;+18 38 04.5; 8.62; 0.690;G5        ;nor      ; -74.120; 0.0082; 0.0226;VC;  2; 0.0160;  727;54764;Simbad;324.108163;+18.634832
106707;21 36 53.35;+05 48 54.5; 7.62; 0.560;F8        ;nor      ; -13.482; 0.0127; 0.0198;VC; 11; 0.0060; 3685;53702;Simbad;324.222107;+05.814857
107022;21 40 30.07;-74 04 29.3; 7.07; 0.755;G8V       ;nor      ;  34.459; 0.0082; 0.0123;VC;  4; 0.0062; 4330;53877;Simbad;325.124056;-74.074282
107040;21 40 42.96;+28 45 20.1; 7.41; 0.600;G0V       ;ni,nor   ; -44.458; 0.0162; 0.1125;VC; 14; 0.0301; 2220;51679;Simbad;325.179386;+28.755671
107041;21 40 43.30;+54 52 19.7; 6.16; 1.116;K0III     ;fa       ;   7.694; 0.0086; 0.0516;VC;  2; 0.0365;  776;54744;Simbad;325.180447;+54.872149
107075;21 41 10.15;+47 32 42.7; 7.28; 1.000;K0III     ;fa       ;   1.795; 0.0095; 0.0997;VC;  2; 0.0705;  776;54744;Simbad;325.292389;+47.545181
107160;21 42 21.82;-50 05 37.0; 7.62; 0.727;G5IV/V    ;nor      ;  -3.687; 0.0137; 0.0154;VC;  4; 0.0077; 1036;55573;Simbad;325.591218;-50.093610
107362;21 44 44.80;-42 07 46.5; 8.03; 0.580;F8/G0V    ;nor      ;  19.374; 0.0138; 0.0274;VC;  3; 0.0158;  701;55414;Simbad;326.186645;-42.129562
107607;21 47 43.98;-55 39 15.0; 8.69; 0.554;G0w...    ;nor      ; -94.507; 0.0181; 0.0034;VC;  3; 0.0105;  701;55414;Simbad;326.933369;-55.654594
107618;21 47 50.39;-16 04 46.7; 8.06; 0.613;G3/G5V    ;nor      ;  52.299; 0.0081; 0.0040;VC;  4; 0.0040; 3521;54430;Simbad;326.959392;-16.079784
107620;21 47 55.19;-52 55 49.5; 7.59; 0.660;G5V       ;nor      ;   0.129; 0.0083; 0.0129;VC;  4; 0.0064; 3169;54627;Simbad;326.980357;-52.930636
107708;21 49 07.01;-22 49 06.7; 8.56; 0.657;G2V       ;nor      ;  36.498; 0.0189; 0.2991;VC;  2; 0.2115; 1200;55614;Simbad;327.279240;-22.818498
107857;21 51 05.60;-10 02 17.0; 7.49; 0.801;G0        ;nor      ; -27.624; 0.0100; 0.0516;VC;  5; 0.0231;  967;55224;Simbad;327.773496;-10.038031
107941;21 52 06.58;+01 54 24.8; 8.19; 0.880;K2        ;ni       ; -26.600; 0.0109; 0.0703;VC;  4; 0.0352; 1532;54748;Simbad;328.027227;+01.906427
108065;21 53 41.71;-28 40 12.3; 7.82; 0.733;K0/K1III+.;nor      ; -41.660; 0.0100; 0.0126;VC;  5; 0.0056; 4836;54260;Simbad;328.424227;-28.670613
108068;21 53 42.71;-15 05 56.3; 9.04; 0.656;G5V       ;nor      ; -42.733; 0.0131; 0.0133;VC;  5; 0.0059; 1361;55000;Simbad;328.428039;-15.099423
108156;21 54 44.90;+32 19 44.9; 7.73; 0.911;K0        ;ni       ; -13.282; 0.0302; 0.0173;VC;  3; 0.0174; 1802;52548;Simbad;328.687667;+32.328570
108158;21 54 45.60;-73 26 14.7; 7.43; 0.696;G5IV/V    ;nor      ;   6.599; 0.0089; 0.0164;VC;  5; 0.0073; 4270;53866;Simbad;328.688339;-73.438484
108241;21 55 41.95;-29 42 20.5; 8.46; 0.842;K1V       ;nor      ; -11.882; 0.0096; 0.0097;VC;  4; 0.0049; 3927;54074;Simbad;328.924982;-29.706136
108252;21 55 51.95;+26 24 12.2; 8.34; 0.637;G0IV      ;nor      ;  -4.343; 0.0083; 0.0007;VC;  2; 0.0059;  381;54939;Simbad;328.966527;+26.403244
108400;21 57 38.94;+43 13 04.1; 7.89; 0.530;G0        ;nor      ;  12.132; 0.0083; 0.0962;VC;  2; 0.0680;  383;54940;Simbad;329.412214;+43.217751
108506;21 58 54.98;-04 22 21.0; 6.24; 0.971;K2V       ;ni       ; -50.053; 0.0079; 0.0350;VC;  5; 0.0157; 1371;55000;Simbad;329.729106;-04.373109
108598;21 59 56.59;-54 39 16.7; 9.57; 0.711;K0V       ;nor      ;  35.878; 0.0103; 0.0064;VC;  4; 0.0051; 3225;54454;Simbad;329.985589;-54.654872
108736;22 01 36.47;-53 05 32.5; 7.12; 0.572;G0V       ;nor      ; -26.831; 0.0075; 0.0130;VC;  4; 0.0065; 4404;53989;Simbad;330.402178;-53.093580
108782;22 02 10.54;+01 24 03.3; 9.17; 1.453;M0        ;ni       ;  18.144; 0.0093; 0.2073;VC;  9; 0.0691; 1824;54570;Simbad;330.542806;+01.400227
108859;22 03 10.75;+18 53 03.7; 7.65; 0.594;F8        ;ni,nor   ; -14.719; 0.0092; 0.0670;VC;146; 0.0055; 3345;52001;Simbad;330.794885;+18.884319
109012;22 05 05.52;-35 10 52.6; 8.58; 0.758;G8V       ;nor      ; -10.606; 0.0139; 0.0349;VC;  3; 0.0201;  715;55417;Simbad;331.273935;-35.181727
109037;22 05 19.47;-23 26 17.9; 8.86; 0.670;G5V       ;nor      ;  19.195; 0.0090; 0.0119;VC;  4; 0.0060; 2227;54118;Simbad;331.331146;-23.438528
109144;22 06 32.97;+01 51 24.0; 7.24; 0.537;F8        ;ni,nor   ; -40.850; 0.0129; 0.0318;VC;  2; 0.0225; 1139;55315;Simbad;331.638218;+01.857134
109214;22 07 30.33;-68 01 24.1; 6.99; 0.585;G0V       ;nor      ;  26.297; 0.0084; 0.0075;VC;  4; 0.0042; 4256;53807;Simbad;331.874821;-68.023484
109245;22 07 53.19;-70 17 08.6; 6.67; 0.544;F7/F8V    ;nor      ; -12.769; 0.0140; 0.0068;VC;  3; 0.0081;  712;55416;Simbad;331.972145;-70.285707
109271;22 08 15.24;-17 50 08.8; 7.84; 0.564;G1V       ;nor      ;  -4.240; 0.0202; 0.0250;VC;  3; 0.0144;  714;55416;Simbad;332.063894;-17.836046
109378;22 09 29.82;-07 32 51.2; 6.54; 0.773;G0        ;ni       ; -20.771; 0.0075; 0.0211;VC;  5; 0.0094; 4747;53136;Simbad;332.374441;-07.548654
109381;22 09 34.49;-41 13 29.0; 7.83; 0.660;G5V       ;nor      ;   4.173; 0.0087; 0.0201;VC;  4; 0.0100; 3806;53171;Simbad;332.394216;-41.224891
109428;22 10 11.97;-04 55 43.7; 8.73; 0.702;G0        ;ni       ;  -1.434; 0.0137; 0.0160;VC;  5; 0.0072; 1696;55331;Simbad;332.549926;-04.928775
109439;22 10 18.96;+19 36 59.6; 6.18; 0.688;G0V       ;ni,nor   ;  20.492; 0.0056; 0.0215;VC; 52; 0.0030; 5160;53104;Simbad;332.579256;+19.616339
109488;22 10 49.47;-55 27 24.5; 7.22; 0.663;G3V       ;nor      ;  31.561; 0.0107; 0.0174;VC;  4; 0.0087; 4263;54428;Simbad;332.706949;-55.457134
109490;22 10 50.58;+15 42 29.8; 8.02; 0.598;F8V       ;nor      ;  -0.078; 0.0090; 0.0133;VC; 10; 0.0042; 2217;55200;Simbad;332.710828;+15.708224
109491;22 10 51.17;-63 05 57.9; 7.76; 0.663;G2IV      ;nor      ;  39.874; 0.0147; 0.0103;VC;  3; 0.0085;  712;55416;Simbad;332.713840;-63.099433
109527;22 11 11.90;+36 15 25.0; 7.23; 0.812;K0        ;ni       ; -19.393; 0.0140; 0.0295;VC; 22; 0.0063; 4670;51510;Simbad;332.799639;+36.256330
109585;22 11 56.74;+59 05 03.8; 6.29; 1.123;K0III     ;fa       ; -30.196; 0.0080; 0.0269;VC;  2; 0.0190;  382;54941;Simbad;332.987043;+59.084579
109646;22 12 43.41;-06 28 08.3; 7.44; 0.535;G0        ;ni,nor   ;  57.355; 0.0102; 0.0126;VC;  5; 0.0056; 4104;53024;Simbad;333.181407;-06.468921
109696;22 13 11.52;+25 56 27.3; 6.59; 1.025;K0IV      ;fa       ; -68.538; 0.0080; 0.0222;VC;  3; 0.0128;  381;55003;Simbad;333.297860;+25.940573
109821;22 14 38.21;-41 22 47.1; 6.23; 0.648;G5V       ;nor      ; -19.059; 0.0072; 0.0115;VC;  4; 0.0058; 4312;54084;Simbad;333.661053;-41.381666
109822;22 14 38.23;-15 49 03.6; 6.55; 0.890;K0/K1V    ;ni       ;  10.504; 0.0083; 0.0036;VC;  5; 0.0037; 3706;53422;Simbad;333.659249;-15.818532
109928;22 15 54.24;+38 51 25.2; 7.68; 1.120;K0        ;fa       ; -26.672; 0.0085; 0.0714;VC;  2; 0.0505;  381;54940;Simbad;333.975986;+38.857016
110028;22 17 08.40;-30 09 12.0; 8.58; 0.659;G5V       ;nor      ; -17.751; 0.0133; 0.0106;VC;  3; 0.0077;  538;55763;Simbad;334.285471;-30.153660
110084;22 17 54.56;-32 28 42.0; 8.61; 0.717;G6V       ;nor      ; -77.505; 0.0077; 0.0084;VC;  4; 0.0042; 2977;53730;Simbad;334.477785;-32.478837
110454;22 22 22.47;-15 27 03.9; 8.53; 0.627;G3/G5V    ;nor      ; -29.267; 0.0103; 0.0456;VC;  5; 0.0204;  972;55225;Simbad;335.593701;-15.450928
110487;22 22 50.28;+36 39 32.1; 6.45; 1.052;K0        ;fa       ;  -9.338; 0.0080; 0.0247;VC;  2; 0.0175;  381;54940;Simbad;335.709508;+36.659047
110508;22 23 08.99;+09 27 39.6; 7.91; 0.682;G5        ;nor      ;  -5.525; 0.0061; 0.0149;VC;  5; 0.0067; 1429;54118;Simbad;335.788227;+09.461081
110512;22 23 14.23;-25 50 31.4; 7.87; 0.610;G2V       ;nor      ;   5.610; 0.0139; 0.0146;VC;  3; 0.0084;  709;55417;Simbad;335.810304;-25.842286
110686;22 25 29.21;+04 44 52.5; 8.67; 0.529;G0        ;nor      ; -12.090; 0.0096; 0.0035;VC;  2; 0.0068;  380;54941;Simbad;336.371929;+04.747951
110711;22 25 49.86;+69 53 42.6; 7.95; 1.021;K0        ;fa       ;   1.177; 0.0081; 0.0297;VC;  2; 0.0210;  382;54941;Simbad;336.457771;+69.895221
110788;22 26 43.19;+36 46 10.7; 8.10; 0.584;F8        ;nor      ;  37.763; 0.0093; 0.0351;VC;  3; 0.0202; 1798;54404;Simbad;336.680611;+36.769908
110821;22 27 06.71;-01 18 32.9; 6.77; 0.652;G0        ;nor      ; -13.433; 0.0114; 0.1076;VC;  5; 0.0481;  972;55225;Simbad;336.778078;-01.309151
110853;22 27 31.13;-31 33 14.9; 7.68; 0.810;G6V       ;ni       ;  -8.415; 0.0141; 0.0277;VC;  3; 0.0160;  714;55416;Simbad;336.879747;-31.554205
110975;22 29 03.33;+29 47 43.7; 7.88; 1.055;K0II      ;fa       ;  -2.987; 0.0081; 0.0354;VC;  2; 0.0250;  381;54941;Simbad;337.263915;+29.795451
110996;22 29 15.09;-30 00 59.2; 7.65; 1.080;K4V       ;nor      ;   5.801; 0.0084; 0.0091;VC;  4; 0.0046; 3785;53551;Simbad;337.313488;-30.018408
111063;22 29 58.76;-16 28 06.7; 8.16; 0.599;G2V       ;nor      ;   6.449; 0.0084; 0.0114;VC;  4; 0.0057; 3753;53190;Simbad;337.494991;-16.468718
111228;22 32 07.70;-31 10 23.6; 8.52; 0.685;G5Vw...   ;nor      ; -72.316; 0.0197; 0.0183;VC;  4; 0.0099; 1210;55617;Simbad;338.032910;-31.173596
111274;22 32 33.89;-06 28 02.1; 6.94; 0.668;G0        ;ni,nor   ; -21.460; 0.0043; 0.0132;VC; 34; 0.0023; 4605;54515;Simbad;338.141914;-06.467176
111312;22 33 01.49;-17 30 05.0; 7.57; 0.827;G8V       ;nor      ;  31.137; 0.0130; 0.0149;VC;  3; 0.0086;  555;55470;Simbad;338.255731;-17.501484
111349;22 33 30.45;-35 26 39.2; 7.80; 0.721;G5V       ;ni,nor   ; -50.354; 0.0086; 0.0041;VC;  4; 0.0043; 3788;53341;Simbad;338.377852;-35.444545
111410;22 34 17.97;+17 09 12.6; 7.56; 1.015;K0        ;fa       ; -10.645; 0.0096; 0.0262;VC;  2; 0.0185;  385;54937;Simbad;338.574956;+17.153508
111443;22 34 36.55;+26 35 53.6; 6.88; 1.478;K2        ;fa       ;  16.596; 0.0096; 0.0223;VC;  2; 0.0158; 4802;52729;Simbad;338.652256;+26.598210
111517;22 35 37.92;+05 22 26.0; 8.26; 0.678;G4V       ;nor      ; -11.799; 0.0088; 0.0250;VC;  5; 0.0112; 2185;55035;Simbad;338.909031;+05.373377
111565;22 36 07.34;-54 36 35.9; 7.58; 0.670;G5V       ;nor      ;  67.555; 0.0112; 0.0114;VC;  4; 0.0057; 3377;53466;Simbad;339.032097;-54.610621
111648;22 37 04.02;-59 33 34.2; 8.20; 0.739;G8/K0V    ;nor      ;  78.268; 0.0077; 0.0024;VC;  4; 0.0038; 2978;53822;Simbad;339.265538;-59.559298
111746;22 38 10.73;-27 26 36.5; 7.89; 0.640;G3V       ;nor      ;  46.273; 0.0087; 0.0059;VC;  4; 0.0044; 3779;53343;Simbad;339.545921;-27.443434
111748;22 38 11.71;+45 49 41.6; 7.06; 0.582;F8        ;ni,nor   ; -38.471; 0.0162; 0.0201;VC; 13; 0.0056; 5327;52032;Simbad;339.548459;+45.827802
111812;22 38 53.76;+08 22 26.8; 8.12; 0.629;G0        ;nor      ; -44.459; 0.0089; 0.0294;VC;  5; 0.0131; 2185;55035;Simbad;339.724626;+08.374184
111822;22 38 57.59;-10 06 08.3; 8.23; 0.602;G0        ;nor      ; -26.107; 0.0144; 0.8993;VC;  3; 0.5192;  918;55685;Simbad;339.740027;-10.102251
111960;22 40 43.13;-29 40 28.0; 7.83; 1.143;K4/K5V    ;ni       ;   0.110; 0.0093; 0.0131;VC;  4; 0.0066; 4419;53906;Simbad;340.180766;-29.674480
112201;22 43 28.63;-64 48 42.9; 8.26; 0.707;G3/G5IV/V ;nor      ; -12.950; 0.0091; 0.0086;VC;  4; 0.0045;  802;55517;Simbad;340.870024;-64.811992
112369;22 45 36.07;+52 53 25.2; 6.99; 1.104;K0        ;fa       ;  -2.513; 0.0093; 0.0134;VC;  2; 0.0095;  387;54938;Simbad;341.400343;+52.890310
112462;22 46 50.25;-20 47 26.3; 7.92; 0.534;G0V       ;nor      ;   8.546; 0.0165; 0.0180;VC;  3; 0.0104;  712;55418;Simbad;341.709387;-20.790559
112491;22 47 09.16;-32 40 30.8; 7.58; 0.744;G6V       ;nor      ;   0.630; 0.0080; 0.0185;VC;  4; 0.0093; 3753;53528;Simbad;341.788893;-32.675456
112515;22 47 26.76;-44 57 54.7; 7.22; 0.598;G3IV-V    ;nor      ;  11.097; 0.0091; 0.0264;VC;  4; 0.0132; 3207;54476;Simbad;341.861404;-44.965163
112581;22 48 06.80;-37 45 24.0; 7.49; 0.589;G0V       ;nor      ; -24.800; 0.0091; 0.0354;VC;  4; 0.0177; 3256;54380;Simbad;342.028828;-37.756661
112763;22 50 10.81;-41 29 22.6; 7.77; 0.741;G5V       ;nor      ;  20.926; 0.0084; 0.0056;VC;  4; 0.0042; 4384;53904;Simbad;342.543866;-41.490107
112876;22 51 29.45;+62 58 20.3; 6.65; 0.759;G5        ;nor      ; -34.954; 0.0098; 0.0841;VC;  2; 0.0595;  777;54743;Simbad;342.872786;+62.972181
113086;22 54 07.45;+19 53 32.5; 7.02; 0.530;F8        ;ni,nor   ;  10.787; 0.0126; 0.0481;VC; 34; 0.0082; 2183;52762;Simbad;343.530879;+19.892042
113100;22 54 16.18;-45 53 18.9; 8.29; 0.590;G0V       ;nor      ;  -2.330; 0.0088; 0.0050;VC;  4; 0.0044; 4404;53899;Simbad;343.567662;-45.888688
113113;22 54 21.51;-65 04 53.1; 8.61; 0.676;G3/G5V    ;nor      ;  -0.450; 0.0170; 0.0086;VC;  3; 0.0098; 1102;55391;Simbad;343.591469;-65.081916
113144;22 54 43.59;+35 59 01.1; 7.47; 1.010;K0        ;fa       ; -45.446; 0.0081; 0.0474;VC;  2; 0.0335;  728;54767;Simbad;343.681906;+35.983647
113238;22 55 53.56;-26 39 30.0; 8.11; 0.821;K0V       ;nor      ;  31.207; 0.0083; 0.0120;VC;  4; 0.0060; 4006;53923;Simbad;343.973790;-26.658763
113283;22 56 23.82;-31 33 54.6; 6.48; 1.094;K4Vp      ;nor      ;   7.217; 0.0056; 0.0163;VC; 10; 0.0051; 2519;54028;Simbad;344.100221;-31.565567
113396;22 57 54.74;+24 05 35.4; 8.76; 0.585;G5        ;nor      ; -46.937; 0.0085; 0.0453;VC;  2; 0.0320;  379;54940;Simbad;344.478195;+24.093135
113438;22 58 29.80;+09 49 31.9; 7.67; 0.617;G0        ;ni,nor   ;  15.133; 0.0172; 0.2768;VC; 20; 0.0619; 2163;52645;Simbad;344.624499;+09.825539
113457;22 58 37.60;+18 23 30.5; 9.43; 0.852;G5        ;nor      ;   0.116; 0.0093; 0.0242;VC;  3; 0.0140; 1084;55112;Simbad;344.656699;+18.391917
113528;22 59 33.75;-30 56 55.3; 9.38; 0.942;K0V       ;nor      ;  26.735; 0.0139; 0.0051;VC;  3; 0.0080; 1102;55391;Simbad;344.890950;-30.948498
113576;23 00 16.69;-22 31 28.2; 7.88; 1.379;K5/M0V    ;ni,nor   ;  16.138; 0.0095; 0.0103;VC;  4; 0.0052; 1102;55421;Simbad;345.067170;-22.524347
113631;23 00 47.86;-14 15 30.0; 8.26; 0.608;G2V       ;nor      ; -13.776; 0.0122; 0.0211;VC;  5; 0.0094; 1528;55131;Simbad;345.199920;-14.258390
113635;23 00 49.17;+21 22 53.3; 7.43; 1.123;K0        ;fa       ; -18.163; 0.0081; 0.0990;VC;  2; 0.0700;  727;54766;Simbad;345.204965;+21.381505
113695;23 01 36.87;+36 59 07.5; 7.74; 0.724;K0        ;ni       ; -12.633; 0.0099; 0.0262;VC;  2; 0.0185; 2028;55079;Simbad;345.403728;+36.985327
113829;23 03 05.05;+20 55 07.1; 6.65; 0.620;G5V       ;ni,nor   ;   2.084; 0.0142; 0.0180;VC; 13; 0.0050; 5449;51923;Simbad;345.770736;+20.918575
113839;23 03 11.57;-47 15 18.3; 7.80; 0.523;F7V       ;nor      ;  -2.055; 0.0317; 0.0216;VC;  3; 0.0183; 1102;55391;Simbad;345.798462;-47.255292
113896;23 03 57.08;-04 47 41.8; 6.68; 0.581;F8V       ;ni,nor   ; -12.600; 0.0081; 0.0238;VC;  6; 0.0097; 3774;53747;Simbad;345.988637;-04.794861
113973;23 04 54.03;+10 16 23.1; 8.67; 0.907;K0        ;fa       ; -57.862; 0.0098; 0.0226;VC;  2; 0.0160;  386;54938;Simbad;346.225426;+10.273360
113989;23 05 05.15;+68 25 00.0; 7.49; 0.646;G6V       ;ni,nor   ; -15.870; 0.0166; 0.0164;VC; 18; 0.0039; 2888;51361;Simbad;346.275380;+68.417062
114028;23 05 30.92;+14 27 05.2; 7.10; 0.597;G0        ;ni,nor   ; -48.719; 0.0132; 0.0210;VC; 48; 0.0030; 3674;51585;Simbad;346.379820;+14.451674
114152;23 07 04.99;+35 38 11.3; 6.38; 1.158;K0        ;fa       ; -26.554; 0.0088; 0.0198;VC;  2; 0.0140;  386;54938;Simbad;346.770967;+35.636491
114322;23 09 10.35;-02 15 37.8; 8.59; 1.012;K3V       ;ni       ; -37.697; 0.0096; 0.0336;VC;  6; 0.0137; 4408;53698;Simbad;347.294698;-02.260742
114354;23 09 35.02;+01 55 34.8; 8.15; 0.563;G0        ;nor      ; -43.538; 0.0092; 0.0343;VC;  3; 0.0198; 1825;54735;Simbad;347.396221;+01.926198
114424;23 10 24.63;-07 48 42.0; 7.33; 0.604;G0        ;ni,nor   ;   2.123; 0.0082; 0.0289;VC;  6; 0.0118; 3784;53881;Simbad;347.602986;-07.811996
114477;23 11 01.53;-50 58 03.8; 9.25; 0.880;K1V       ;nor      ;  16.635; 0.0140; 0.0045;VC;  3; 0.0081; 1102;55391;Simbad;347.756364;-50.968442
114615;23 13 09.81;-30 26 59.2; 9.60; 0.656;G3V       ;nor      ;   1.096; 0.0164; 0.0234;VC;  3; 0.0135; 1102;55391;Simbad;348.290899;-30.449804
114670;23 13 48.22;+15 22 04.1; 7.37; 0.561;F8V       ;ni,nor   ;  -2.776; 0.0113; 0.0134;VC;  2; 0.0095; 2084;55107;Simbad;348.450966;+15.367632
114709;23 14 08.58;-52 01 24.5; 9.00; 0.564;G1/G2V    ;nor      ; -11.799; 0.0186; 0.1124;VC;  2; 0.0795;  391;54975;Simbad;348.536777;-52.023437
114790;23 15 09.42;-56 43 45.9; 7.96; 0.695;G5V       ;nor      ; -10.221; 0.0103; 0.0178;VC;  4; 0.0089; 4492;54100;Simbad;348.790337;-56.729215
